title,description,class
Dear Zindagi,"description: Kaira is a budding cinematographer in search of a perfect life. Her encounter with Jug, an unconventional thinker, helps her gain a new perspective on life. She discovers that happiness is all about finding comfort in life's imperfections.; categories: Drama,Romance",Pelicula
Genius,"description: A chronicle of Max Perkins's time as the book editor at Scribner, where he oversaw works by Thomas Wolfe, Ernest Hemingway, F. Scott Fitzgerald and others.; categories: Biography,Drama",Pelicula
Pompeii,"description: A slave-turned-gladiator finds himself in a race against time to save his true love, who has been betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts, he must fight to save his beloved as Pompeii crumbles around him.; categories: Action,Adventure,Drama",Pelicula
Life of Pi,"description: A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.; categories: Adventure,Drama,Fantasy",Pelicula
Hachi: A Dog's Tale,"description: A college professor's bond with the abandoned dog he takes into his home.; categories: Drama,Family",Pelicula
10 Years,"description: The night before their high school reunion, a group of friends realize they still haven't quite grown up in some ways.; categories: Comedy,Drama,Romance",Pelicula
I Origins,"description: A molecular biologist and his laboratory partner uncover evidence that may fundamentally change society as we know it.; categories: Drama,Romance,Sci-Fi",Pelicula
Live Free or Die Hard,"description: John McClane and a young hacker join forces to take down master cyber-terrorist Thomas Gabriel in Washington D.C.; categories: Action,Adventure,Thriller",Pelicula
The Matchbreaker,"description: When an idealistic romantic gets fired from his day job, he is offered a ""one-time gig"" to break up a girl's relationship for her disapproving parents. This ""one-time"" gig spreads through ... See full summary »; categories: Comedy,Romance",Pelicula
Funny Games,"description: Two psychopathic young men take a family hostage in their cabin.; categories: Crime,Drama,Horror",Pelicula
Ted,"description: John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.; categories: Comedy,Fantasy",Pelicula
RED,"description: When his peaceful life is threatened by a high-tech assassin, former black-ops agent Frank Moses reassembles his old team in a last ditch effort to survive and uncover his assailants.; categories: Action,Comedy,Crime",Pelicula
Australia,"description: Set in northern Australia before World War II, an English aristocrat who inherits a sprawling ranch reluctantly pacts with a stock-man in order to protect her new property from a takeover plot. As the pair drive 2,000 head of cattle over unforgiving landscape, they experience the bombing of Darwin, Australia, by Japanese forces firsthand.; categories: Adventure,Drama,Romance",Pelicula
Faster,"description: An ex-con gets on a series of apparently unrelated killings. He gets tracked by a veteran cop with secrets of his own and an egocentric hit man.; categories: Action,Crime,Drama",Pelicula
The Neighbor,"description: Set in Cutter Mississippi, the film follows a man who discovers the dark truth about his neighbor and the secrets he may be keeping in the cellar.; categories: Crime,Horror,Thriller",Pelicula
The Adjustment Bureau,"description: The affair between a politician and a contemporary dancer is affected by mysterious forces keeping the lovers apart.; categories: Romance,Sci-Fi,Thriller",Pelicula
The Hollars,"description: A man returns to his small hometown after learning that his mother has fallen ill and is about to undergo surgery.; categories: Comedy,Drama,Romance",Pelicula
The Judge,"description: Big-city lawyer Hank Palmer returns to his childhood home where his father, the town's judge, is suspected of murder. Hank sets out to discover the truth and, along the way, reconnects with his estranged family.; categories: Crime,Drama",Pelicula
Closed Circuit,"description: A high-profile terrorism case unexpectedly binds together two ex-lovers on the defense team - testing the limits of their loyalties and placing their lives in jeopardy.; categories: Crime,Drama,Mystery",Pelicula
Transformers: Revenge of the Fallen,"description: Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.; categories: Action,Adventure,Sci-Fi",Pelicula
La tortue rouge,"description: A man is shipwrecked on a deserted island and encounters a red turtle, which changes his life.; categories: Animation,Fantasy",Pelicula
The Book of Life,"description: Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart, embarks on an adventure that spans three fantastic worlds where he must face his greatest fears.; categories: Animation,Adventure,Comedy",Pelicula
Incendies,"description: Twins journey to the Middle East to discover their family history, and fulfill their mother's last wishes.; categories: Drama,Mystery,War",Pelicula
The Heartbreak Kid,"description: A newly wed man who believes he's just gotten hitched to the perfect woman encounters another lady on his honeymoon.; categories: Comedy,Romance",Pelicula
Happy Feet,"description: Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!; categories: Animation,Comedy,Family",Pelicula
Entourage,"description: Movie star Vincent Chase, together with his boys Eric, Turtle, and Johnny, are back - and back in business with super agent-turned-studio head Ari Gold on a risky project that will serve as Vince's directorial debut.; categories: Comedy",Pelicula
The Strangers,"description: A young couple staying in an isolated vacation home are terrorized by three unknown assailants.; categories: Horror,Mystery,Thriller",Pelicula
Noah,"description: A man is chosen by his world's creator to undertake a momentous mission before an apocalyptic flood cleanses the world.; categories: Action,Adventure,Drama",Pelicula
Neighbors,"description: After they are forced to live next to a fraternity house, a couple with a newborn baby do whatever they can to take them down.; categories: Comedy",Pelicula
Nymphomaniac: Vol. II,"description: The continuation of Joe's sexually dictated life delves into the darker aspects of her adulthood, obsessions and what led to her being in Seligman's care.; categories: Drama",Pelicula
